date | value
2013-02-08 | 1000000.50
2023-04-04 | 70730.867298
2021-04-21 | 13511.499448
2015-12-21 | 1000000.50
2012-06-23 | -1
2010-04-06 | 2147483648
2012-08-11 | 84601.421149
2014-09-25 | 0.000001
2025-11-04 | -1
2013-07-14 | -1
2020-06-22 | 1000000.50
2015-06-18 | 88084.662927
2010-04-11 | 40409.848585
2014-07-13 | 0.000001
2023-06-18 | -1
2018-04-14 | 0
2021-03-19 | 53193.36553
2018-10-08 | 2147483647
2014-02-21 | 2147483648
2018-02-01 | 0
2022-03-25 | 2147483648
2025-10-09 | 37362.490462
2020-07-23 | 2147483647
2011-12-05 | 1000000.50
2024-09-28 | -1
2017-04-25 | 1000000.50
2010-01-08 | 2147483648
2010-01-30 | 43822.01975
2010-09-07 | 94183.414935
2016-03-16 | -1
2022-12-19 | 62540.87796
2024-01-21 | 36331.119432
2020-04-20 | 69431.20043
2024-10-07 | 7117.985304
2009-08-19 | 1000000.50
2010-10-24 | 1000000.50
2015-04-02 | -1
2015-05-22 | 80880.866822
2012-05-19 | 0
2020-06-16 | 41823.916439
2020-10-23 | 0
2017-05-10 | 97455.479271
2019-07-10 | 2147483648
2017-05-30 | 80281.675723
2012-05-20 | 2147483648
2022-09-04 | -1
2023-11-05 | 13298.989304
2022-02-18 | 0.000001
2022-09-14 | 2147483648
2025-08-19 | -1
2012-08-09 | 96457.025492
2015-04-11 | 0
2012-01-15 | 37446.098319
2021-07-08 | 0.000001
2025-02-18 | 42674.081418
2020-08-23 | 68824.167464
2019-01-28 | 99277.582443
2010-01-08 | 26465.598137
2013-08-28 | 30830.778738
2021-11-30 | 47697.978486
2017-04-24 | -1
2009-02-23 | 2147483647
2025-03-13 | 0.000001
2021-01-16 | 2147483647
2009-01-06 | 37904.363176
2025-11-01 | 2147483647
2021-01-13 | 61604.709406
2011-08-04 | -1
2011-04-01 | -1
2018-12-02 | 0.000001
2025-09-16 | 53897.733577
2011-05-15 | 96078.757114
2013-04-19 | 2147483648
2012-12-05 | -1
2015-03-22 | 2147483647
2013-11-02 | 2147483647
2025-07-29 | 0
2014-02-19 | -1
2025-12-31 | 0.000001
2024-11-16 | 0
2017-03-23 | 0
2016-07-20 | 0.000001
2010-12-04 | 1000000.50
2017-06-01 | 0.000001
2021-05-03 | 50469.283004
2017-11-12 | 5478.205304
2011-01-03 | inf
2013-01-03 | 0
2015-07-15 | 156.443578
2016-08-03 | 5236.56123
2010-03-16 | -1
2021-09-05 | 31636.991434
2024-04-04 | -1
2021-08-07 | -1
2011-05-24 | 2147483647
2014-08-14 | -1
2014-06-05 | 1000000.50
2022-01-29 | 81601.471945
2020-10-17 | 70131.405144
2009-12-28 | 0
2016-05-11 | -1
2010-01-12 | -1
2012-01-11 | 2147483648
2012-07-31 | -1
2011-07-31 | 0.000001
2015-03-03 | 0.000001
2012-01-11 | -1
2021-08-23 | 0
2011-03-30 | 0.000001
2025-06-27 | 11935.389934
2011-06-24 | -1
2017-05-29 | 14556.988114
2018-05-14 | 0.000001
2012-08-25 | 1000000.50
2019-09-19 | -1
2014-11-25 | 97311.972501
2016-12-19 | 0.000001
2021-11-05 | 39408.176146
2020-02-29 | 5000
2010-03-03 | 2147483648
2019-02-24 | 1000000.50
2009-06-19 | 0.000001
2022-03-02 | -1
2013-06-09 | 11477.639098
2011-09-17 | 35828.751011
2023-06-02 | 13569.957366
2017-07-31 | 0
2011-01-09 | 0.000001
2014-04-30 | -1
2024-08-08 | 1000000.50
2009-12-30 | 169.137805
2011-03-20 | 0
2017-10-25 | 1000000.50
2015-09-12 | -1
2022-01-31 | 1000000.50
2023-11-18 | 1000000.50
2011-09-06 | 0
2025-10-02 | 91444.130533
2016-02-06 | 2147483647
2018-08-28 | 0.000001
2019-04-09 | 17252.759576
2024-04-28 | 20191.935978
2019-08-11 | 0
2023-07-19 | 1000000.50
2023-07-12 | -1
2021-05-17 | 2147483647
2019-08-06 | -1
2014-02-28 | -1
2019-02-21 | 2147483647
2013-08-10 | 48882.801795
2009-04-02 | 87476.694015
2021-02-16 | 0
2010-11-03 | 84376.908997
2018-05-31 | -1
2019-11-25 | 32834.614538
2014-12-15 | 2147483648
2012-02-22 | 99348.344189
2023-12-28 | -1
2017-08-22 | 19007.885549
2020-09-02 | 11624.011056
2024-02-10 | 0.000001
2023-10-01 | 2147483647
2020-12-24 | 2147483648
2017-01-25 | 88281.196408
2024-10-12 | 0.000001
2014-01-28 | 1000000.50
2016-03-02 | 2147483647
2022-07-29 | 1000000.50
2020-10-14 | 2147483648
2024-03-21 | 52204.427746
2010-05-07 | 2147483648
2018-02-18 | 75949.331928
2023-06-28 | 80929.868436
2019-12-11 | 65224.847375
2015-11-25 | 2147483648
2023-05-15 | 1000000.50
2022-10-27 | 86484.149872
2015-03-14 | 33987.530913
2022-02-17 | 63478.475598
2024-11-17 | 2147483647
2013-05-20 | 76048.224427
2020-09-08 | 34830.036181
2019-08-13 | 5382.553284
2014-11-07 | 23552.132925
2023-11-21 | 14865.453739
2011-12-12 | 83851.779504
2025-10-10 | 2147483648
2018-10-18 | -1
2010-02-17 | 22270.66009
2009-03-28 | 2147483648
2018-11-16 | -1
99999-01-01 | 10
2019-12-09 | 2147483648
2011-01-03 | abc
2011-02-18 | 1000000.50
2024-04-23 | 1000000.50
2019-10-03 | 65096.959802
2013-10-28 | 45155.497081
2010-11-28 | 50182.316542
2013-02-06 | 2147483648
2024-03-06 | 0
2012-05-31 | 0
2009-01-21 | -1
2023-11-07 | 0.000001
2009-09-25 | 0.000001
2020-03-10 | 88277.858588
2015-03-19 | -1
2011-12-01 | 25065.427166
2025-12-07 | 2147483647
2010-08-08 | 0
2014-04-08 | 13566.413514
2022-05-15 | 0
2013-05-18 | 96382.909303
2018-07-22 | -1
2016-04-14 | 2147483647
2020-03-10 | 0
2010-12-31 | 100
2017-07-02 | 1000000.50
2012-08-06 | 0.000001
2025-08-03 | 24258.40693
2019-10-05 | 78143.512769
2014-07-27 | 0.000001
2025-11-11 | 2147483648
2013-08-12 | 82874.868811
2010-06-09 | 1000000.50
2021-09-17 | 67703.499817
2010-10-31 | 0.000001
2012-02-24 | 2147483647
2016-06-09 | 10594.464101
2017-11-02 | 56439.202659
2023-05-02 | 0
2024-05-16 | 16950.182829
2024-03-07 | 1000000.50
2010-10-09 | 0.000001
2014-05-08 | 63895.176828
2012-09-04 | 95301.620645
2010-08-21 | 0
2017-08-02 | 2147483647
2023-03-26 | 0
2019-10-23 | 1000000.50
2025-07-27 | 0
2017-07-03 | 2147483647
2019-07-18 | 1000000.50
2015-02-28 | 7748.344612
2014-06-25 | 1000000.50
2014-06-01 | 48857.789799
2025-11-17 | -1
2014-09-01 | 2147483647
2020-12-22 | 44301.22257
2018-08-19 | 0.000001
2014-07-02 | 2147483647
2021-06-21 | 24985.270324
2012-04-05 | 92586.179521
2011-01-01 | 1
2025-03-25 | 1000000.50
2011-08-08 | 86491.059756
2010-06-09 | 0.000001
2016-03-27 | 2147483647
2022-01-19 | 1000000.50
2021-12-16 | 1000000.50
2016-01-29 | 26774.09492
2017-06-10 | 2147483648
2018-02-01 | 2147483647
2012-10-09 | -1
2009-12-13 | 1000000.50
2023-01-08 | 0.000001
2014-12-13 | 2147483647
2023-05-07 | 10411.03226
2017-07-22 | -1
2024-10-28 | 44860.152912
2018-10-07 | -1
2019-12-14 | 2147483648
2009-04-26 | 1000000.50
2019-10-28 | 2147483647
2019-10-20 | 47902.121546
2024-01-03 | 21423.688595
2009-08-29 | 1000000.50
2011-08-17 | 95670.935391
2020-12-02 | 75238.31758
2023-10-29 | 0.000001
2025-02-20 | 0.000001
2013-12-14 | 83474.838339
2024-10-06 | 27091.649988
2021-03-07 | 25331.383987
2015-02-05 | 68990.246216
2025-09-06 | 45006.981224
2022-06-26 | 0
2025-06-08 | 1000000.50
2022-03-24 | 0.000001
2014-12-07 | 1000000.50
2014-11-25 | 62753.287015
2018-11-13 | 2147483647
2009-04-12 | 76752.874154
2025-04-28 | 2147483648
2025-07-05 | 2147483648
2016-12-09 | 9306.435115
2011-01-28 | 72458.473985
2025-09-23 | 1000000.50
2022-05-25 | 15425.28459
2024-08-26 | 2147483647
2014-06-30 | 2147483648
2022-08-04 | 96373.474773
2024-01-15 | 41912.68115
2025-04-25 | 2147483647
2013-06-26 | 0.000001
2024-02-23 | 2147483648
2025-02-22 | 0.000001
2017-08-04 | 2147483647
2021-06-27 | 0
2020-05-17 | 0.000001
2011-02-02 | 0.000001
2014-01-15 | 2147483648
2016-10-28 | 93370.03814
2009-08-07 | 5325.698185
2016-09-18 | 0.000001
2015-12-18 | 45191.391851
2011-11-18 | 94684.868502
2010-11-27 | 9557.709578
2011-06-18 | 2147483647
2013-06-06 | 48719.046141
2009-06-29 | 2147483647
2019-03-15 | 1000000.50
2022-01-24 | 1143.583305
2009-05-17 | 6753.266252
2010-04-18 | 46237.83595
2009-11-03 | 0
2009-03-15 | 0
2013-11-04 | 9711.934045
2021-06-02 | 55632.312987
2017-01-13 | 2147483648
2015-11-14 | 36902.051376
2013-03-14 | 26284.910836
2013-05-28 | 27445.110577
2012-05-21 | 6828.635167
2021-01-30 | 2147483648
2015-12-06 | 2147483647
2019-03-04 | 59059.603187
2025-03-30 | 1000000.50
2014-02-08 | 2147483648
2010-09-09 | 2147483647
2015-01-22 | 80819.923799
2023-09-04 | 28574.845287
2013-10-04 | 97109.331496
2024-09-25 | 86070.756006
2021-02-22 | 97070.55401
2012-12-24 | 90160.82282
2020-07-06 | 10905.40991
2024-11-14 | 2147483647
2012-01-16 | 91876.871995
2018-02-25 | -1
2011-06-28 | 86066.948052
2025-03-07 | 0
2023-12-24 | 1000000.50
2017-02-12 | -1
2010-07-24 | 0
2020-11-25 | 19390.378688
2009-02-12 | 97791.071404
2014-07-07 | 0.000001
2009-12-17 | 2147483648
2022-10-07 | 1000000.50
2019-05-14 | -1
2023-01-26 | 1000000.50
2021-05-25 | 5611.503352
2011-09-15 | 2147483648
2020-07-06 | 45679.853003
2022-02-02 | 17051.21447
2021-05-20 | 0.000001
2016-10-24 | 2147483648
2011-02-14 | 67837.9377
2021-05-02 | 0.000001
2017-07-03 | 0.000001
2023-09-19 | 0
2023-05-23 | 2147483647
2023-08-01 | -1
2017-09-21 | 1000000.50
2017-01-20 | 0
2023-06-22 | 1000000.50
2023-01-16 | 55585.07104
2016-03-05 | 0.000001
2025-08-30 | 95087.756531
2018-01-17 | 1000000.50
2020-04-23 | 2147483647
2018-12-30 | 4385.175653
2016-02-05 | 16863.959404
2018-08-17 | 97454.660467
2016-11-30 | 2147483648
2020-10-03 | 60980.544534
2013-07-11 | 28600.658311
2019-04-30 | 1000000.50
2012-04-29 | 58793.417449
2016-02-05 | 2147483647
2016-09-14 | -1
2019-03-04 | 1000000.50
2011-02-21 | 64225.46588
2013-01-13 | 13113.925338
2017-04-28 | 36940.172799
2025-05-25 | 26839.561121
2012-06-18 | -1
2018-11-07 | -1
2020-03-20 | 0
2020-05-22 | 0.000001
2009-03-19 | 2147483647
2013-06-17 | 41951.987901
2012-09-06 | 14044.927328
2024-12-17 | 5746.312884
2020-03-22 | 83335.421908
2025-03-25 | -1
2012-06-23 | 1000000.50
2024-01-31 | 2147483647
2017-10-21 | 2147483648
2019-10-22 | -1
2021-10-26 | 14744.773927
2019-11-21 | 2147483648
2009-06-24 | 35816.756143
2013-10-01 | 90562.803978
2024-05-13 | 29743.394169
2018-10-30 | 70353.995473
2014-08-11 | 82825.206457
2012-06-08 | 0
2013-07-30 | 3230.648001
2024-11-30 | -1
2011-12-19 | 87646.060906
2024-07-26 | 20017.842097
2010-03-24 | 2147483648
2017-11-27 | 0
2017-02-10 | 19228.867103
2012-09-12 | 1912.483121
2012-04-22 | 0
2016-04-30 | 17564.015288
2013-11-30 | 2147483648
2023-04-21 | 0.000001
2020-03-07 | 31606.159582
2020-04-26 | 2147483647
2016-02-08 | 87238.303016
2011-01-24 | 1000000.50
2010-05-14 | 84729.855844
2023-01-21 | 2147483648
2016-02-28 | 2147483648
2009-04-26 | 1000000.50
2022-09-23 | -1
2016-11-26 | 33854.732432
2019-10-25 | 35051.787873
2014-10-10 | 96650.82706
2017-07-03 | 1000000.50
2009-07-14 | 71686.831215
2014-09-07 | 63852.004819
2020-01-17 | 86876.884875
2021-08-05 | 60905.014373
2017-12-25 | 3669.722664
2022-05-20 | 34568.717711
2018-03-07 | 89284.513403
2022-01-09 | 0.000001
2022-03-15 | 30538.031378
2009-11-07 | -1
2021-07-11 | 1000000.50
2013-12-24 | 88462.978526
2025-04-01 | 49612.64416
2019-07-22 | 65150.952428
2017-05-11 | 1000000.50
2013-01-25 | 85225.114254
2019-07-26 | -1
2020-04-12 | -1
2013-03-26 | 2147483648
2015-03-29 | 2147483647
2019-10-26 | 1000000.50
2022-08-08 | 2147483648
2019-12-30 | 1000000.50
2013-03-07 | 39558.243857
2014-12-08 | -1
2015-02-23 | 1000000.50
2024-05-24 | 63831.362605
2013-06-23 | 34965.848948
2012-01-24 | -1
2018-12-31 | 0
2020-08-13 | 1000000.50
2025-05-16 | 26526.484282
2011-04-22 | 50333.652835
2015-12-03 | 2317.63959
2017-07-26 | 52745.983572
2019-07-11 | 831.720976
2025-12-23 | 19057.679088
2024-09-11 | 94267.624648
2012-01-02 | 50112.322126
2010-11-28 | -1
2020-01-04 | 79293.288884
2013-11-25 | 2147483648
2015-06-16 | -1
2022-10-18 | 0
2024-07-16 | -1
2023-03-23 | 2147483647
2016-11-17 | 37534.763281
2010-04-04 | 1000000.50
2010-06-07 | 99412.366106
2009-03-21 | 2147483647
2010-12-09 | 45674.623027
2009-01-18 | 1000000.50
2015-07-19 | 38779.96206
2009-08-13 | 11626.838981
2009-01-10 | 46197.639878
2010-08-21 | 1000000.50
2020-07-17 | 0.000001
2020-05-21 | 2033.440425
2014-02-13 | 1000000.50
2014-10-30 | 1000000.50
2010-06-20 | 49174.661112
2010-11-09 | 84532.981001
2010-03-20 | -1
2018-04-15 | 88177.067016
2024-06-27 | 0
2021-10-19 | 67424.351811
2012-06-29 | 0.000001
2015-10-11 | 24487.798616
2014-10-20 | -1
2012-12-29 | 0.000001
2017-01-04 | -1
2011-01-03 | 2147483648
2014-06-19 | 2147483647
2021-03-28 | 0
2023-04-09 | -1
2017-12-09 | 1000000.50
2015-10-04 | 78990.820343
2023-01-26 | 2147483647
2025-06-11 | -1
2016-05-29 | -1
2009-09-15 | 1000000.50
2021-02-08 | 65390.817389
2019-01-31 | 42955.289815
2024-03-03 | 96726.975057
2010-06-22 | 0.000001
2024-02-29 | 10000
2015-02-11 | 2147483647
2014-01-21 | 0.000001
2016-01-01 | 1000000.50
2022-11-11 | 2147483647
2015-11-13 | 2147483647
2012-10-24 | 18113.593969
2020-08-02 | 972.329074
2013-03-12 | 2147483647
2020-07-24 | 98912.270338
2018-09-01 | 2147483647
2014-12-26 | 2147483647
2020-12-04 | 18946.049416
2023-02-20 | -1
2019-06-18 | 2147483647
2016-11-25 | 48036.997435
2019-12-01 | 2147483647
2017-11-27 | 18631.171329
2017-11-24 | 1000000.50
2020-03-18 | 53605.383071
2018-11-03 | 2147483648
2023-05-10 | 21961.525201
2025-01-30 | 2147483647
2024-01-12 | 9345.305572
2022-09-02 | 61971.040657
2024-04-06 | 59640.907109
2025-08-18 | 9771.699858
2024-02-20 | 2147483648
2021-09-26 | 0
2014-12-13 | 2147483648
2013-08-13 | 0.000001
2012-01-25 | 0.000001
2025-05-24 | 63484.058205
2009-01-01 | 0
2024-05-31 | 2147483648
2019-01-28 | 27819.078041
2019-12-17 | 0
2016-03-13 | 0.000001
2014-06-20 | 55126.512175
2011-04-23 | 67412.046415
2015-09-08 | 1000000.50
2023-11-18 | -1
2009-02-08 | 27352.793485
2010-10-02 | 11220.888032
2017-12-04 | 2147483648
2013-01-08 | -1
2017-05-03 | 0.000001
2010-02-15 | 47678.856943
2015-09-24 | -1
2013-10-18 | 90244.287527
2019-06-08 | 0.000001
2019-08-12 | 0
2022-05-28 | 63104.755954
2015-01-12 | 0.000001
2020-11-12 | 0
2017-06-13 | 36529.684146
2025-10-06 | 21398.688668
2024-08-25 | 42895.632158
2014-06-16 | 1000000.50
2015-10-20 | 0
2025-06-17 | 96547.373469
2022-04-02 | 2147483647
2019-04-01 | 0.000001
2017-09-03 | 1000000.50
2015-05-21 | 1000000.50
2015-06-26 | 2147483648
2024-04-24 | -1
2013-12-24 | 74685.305295
2014-08-07 | -1
2010-08-18 | 1000000.50
2018-05-31 | 2147483647
2024-06-25 | 31704.081331
2017-04-02 | 98443.979509
2011-03-25 | 1000000.50
2017-11-27 | -1
2014-01-08 | 0.000001
2018-12-01 | 27316.691705
2025-10-08 | 92865.317292
2019-07-23 | 2147483648
2022-08-10 | 1000000.50
2018-03-31 | 0.000001
2021-06-10 | 0.000001
2014-08-08 | 35602.743774
2011-12-20 | 57621.16921
2010-12-20 | 0.000001
2017-08-22 | 0
2018-05-23 | 91591.025011
2009-06-29 | 27448.045273
2009-05-09 | 2147483648
2025-11-13 | 25227.160656
2009-09-12 | 85460.131916
2012-10-08 | 43315.643392
2025-03-16 | 2147483648
2012-07-18 | 41562.180465
2019-08-24 | 55133.376547
2011-02-02 | 0
2023-09-29 | 84900.600288
2010-07-08 | 63366.183419
2018-12-06 | 0.000001
2020-06-30 | 2147483647
2014-01-30 | 2147483647
2025-10-27 | 2147483647
2011-01-09 | 28449.385859
2020-07-23 | 1000000.50
2012-04-12 | 93917.526435
2024-10-13 | -1
2024-10-14 | 1000000.50
2013-12-22 | 1000000.50
2022-11-16 | 1000000.50
2010-08-10 | 0.000001
2011-08-24 | 2147483648
2025-07-09 | 1000000.50
2015-11-16 | 60262.166747
2015-04-06 | 1000000.50
2018-12-07 | 56316.864749
2011-07-10 | 0
2011-1-03 | 10
2009-10-11 | 61917.658693
2021-08-26 | 2147483648
2018-01-09 | 23433.935505
2014-06-16 | 2147483648
2016-04-04 | 0
2019-03-24 | 59636.995898
2023-02-23 | 2147483648
2020-12-19 | 2147483648
2023-03-25 | 58031.315042
2025-10-03 | 42843.388445
2018-09-16 | 2147483648
2017-11-26 | -1
2021-10-11 | 2147483648
2024-01-15 | 50848.853557
2024-07-26 | 0.000001
2021-07-17 | 34809.531344
2016-12-24 | 51345.972403
2010-07-05 | 0.000001
2016-03-27 | 64090.396569
2013-02-22 | 2147483647
2009-04-07 | 2147483648
2019-05-04 | -1
2018-07-29 | 1000000.50
2015-02-19 | 0.000001
2016-01-10 | 2147483648
2024-11-09 | 0.000001
2009-09-23 | 15343.824805
2011-11-27 | 43371.147092
2017-09-09 | 60616.081334
2011-11-10 | 2147483648
2011-01-08 | 2147483648
2024-11-04 | 2147483648
2024-07-12 | 47550.03401
2010-05-30 | 0.000001
2019-11-01 | 78108.151897
2014-09-15 | 83897.172504
2020-06-22 | 11773.465666
2017-11-17 | 2147483648
2023-01-11 | 84313.999688
2019-09-03 | 1000000.50
2023-02-03 | -1
2010-08-08 | -1
2017-08-04 | 2147483647
2012-09-29 | 1000000.50
2023-03-21 | 2147483647
2022-05-10 | 1000000.50
2017-07-18 | 2147483648
2023-09-19 | 12895.174538
2024-03-15 | 2147483647
2016-12-07 | 88413.471304
2015-12-21 | 1367.45631
2013-03-09 | 34766.474425
2022-03-02 | 2147483647
2012-12-22 | 46395.312212
2021-05-15 | 2147483647
2015-09-28 | 77403.092279
2020-05-04 | 85187.116626
2020-10-02 | -1
2013-06-13 | -1
2022-02-06 | 0
2023-06-07 | 78580.46174
2021-03-07 | 65810.927467
2022-10-16 | 27455.543262
2017-06-28 | -1
2021-09-23 | 0
2013-05-05 | 1000000.50
2021-09-25 | 14210.23762
2019-01-19 | -1
2016-01-01 | 2147483647
2021-09-11 | 0
2023-12-04 | 86809.216206
2024-11-30 | 40338.520067
2011-02-26 | 2147483647
2009-06-14 | 1000000.50
2009-09-21 | 61492.324572
2012-08-24 | 99061.57385
2024-08-08 | 70376.86123
2009-01-01 | 0.01
2012-09-21 | 0.000001
2011-00-10 | 10
2024-09-23 | -1
2014-08-08 | 2147483647
2010-11-03 | 65737.319874
2023-04-05 | 98103.942445
2014-04-26 | 2147483648
2023-11-11 | 26997.722254
2009-08-26 | 0
2015-05-25 | 0
2024-08-24 | 17703.672228
2017-04-24 | 56165.125958
2014-12-05 | 2147483647
2016-10-15 | 53966.816817
2024-10-28 | 73578.245703
2022-01-13 | 68840.657009
2020-06-23 | -1
2014-03-28 | 0.000001
2014-09-09 | 0
2010-11-25 | 90520.758379
2017-05-10 | 0
2012-10-01 | 2147483648
2014-10-27 | 40459.895417
2019-06-09 | 0.000001
2014-01-03 | 81445.4255
2024-09-29 | 39160.148812
2016-03-21 | 88139.057887
2018-08-29 | 1000000.50
2020-05-27 | 20685.132816
2015-06-15 | 31244.896784
2025-10-28 | 2147483648
2020-05-18 | 0.000001
2024-08-01 | 1000000.50
2015-04-18 | 2147483647
2018-04-27 | 98024.463458
2010-09-11 | -1
2023-07-28 | 0.000001
2010-02-21 | -1
2014-07-19 | 2147483648
2023-08-17 | 2147483647
2012-03-01 | 1000
2009-08-25 | 79931.375334
2011-09-26 | 0
2020-02-10 | 0
2012-10-18 | 2147483647
2009-10-28 | 26061.639538
2012-01-05 | 46802.08222
2025-01-29 | 10696.159482
2013-04-05 | 2147483647
2017-05-15 | 45899.779965
2014-12-24 | 81628.517998
2021-04-14 | 20215.685875
2015-10-13 | 0
2021-09-14 | 65941.334101
2012-02-18 | -1
2025-11-27 | 0.000001
2015-12-09 | 2147483647
2023-08-30 | 0
2023-09-16 | 92840.37266
2016-02-26 | 21902.026617
2025-04-26 | -1
2023-06-17 | 2147483647
2010-11-08 | 57144.063337
2014-08-10 | 2147483647
2014-04-15 | 29885.217912
2025-12-14 | 0
2022-02-10 | 82241.731899
2011-01-22 | 21513.295852
2017-11-09 | 0
2009-07-22 | 82210.908203
2019-04-07 | 2147483647
2012-05-25 | 69050.029187
2025-12-18 | 2147483647
2017-05-02 | -1
2013-10-02 | 75526.522111
2014-03-12 | 41305.68622
2017-03-01 | 1000000.50
2015-10-17 | 2147483648
2019-08-23 | 2147483647
2013-09-27 | 0
2020-12-12 | 2147483647
2009-02-23 | 0.000001
2016-05-09 | 2147483647
2014-11-14 | 1000000.50
2025-01-22 | 3698.38865
2021-01-24 | 24096.826491
2023-05-24 | 46082.905237
2017-01-23 | 2147483647
2013-03-25 | -1
2016-01-11 | 1000000.50
2015-12-02 | 0.000001
2017-07-31 | 86962.029835
2011-01-03 | 1.2.3
2014-05-23 | 64590.293515
2014-07-24 | 2147483648
2011-10-01 | 0
2016-06-12 | -1
2011-03-19 | 0.000001
2024-11-28 | 2147483648
2023-12-19 | 0.000001
2012-08-10 | 1000000.50
2015-08-14 | 67440.117245
2022-11-13 | 68081.289513
2024-08-31 | 2147483648
2014-12-14 | 0
2009-02-22 | 2391.035358
2011-01-32 | 10
2022-08-31 | 2147483647
2018-05-25 | -1
2023-05-02 | 69031.354343
2012-04-11 | 2147483647
2019-05-18 | 2147483648
2019-04-03 | 2147483648
2021-10-05 | 18126.064241
2017-07-21 | 98841.40031
2017-09-02 | 0
2019-08-05 | 2147483648
2017-05-30 | 2147483648
2022-08-09 | -1
2017-02-14 | 94946.711693
2025-10-29 | 12824.603732
2021-11-24 | 2147483648
2024-04-20 | 0
2019-07-19 | 0
2025-01-07 | -1
2013-09-14 | 79768.554126
2013-06-19 | 50912.256531
2014-07-27 | 1000000.50
2025-02-10 | -1
2012-06-26 | 32675.036361
2022-09-22 | 0.000001
2021-06-01 | 34375.745977
2011-01-10 | 1391.875371
2023-10-30 | 0
2023-09-28 | 1000000.50
2011-01-09 | 1
2019-09-16 | 466.923711
2011-01-03 | -10
2024-02-13 | 80616.771833
2018-09-26 | -1
2022-05-30 | 0
2025-11-12 | -1
2010-06-19 | 0
2017-03-17 | 50179.481209
2020-03-14 | 65460.800066
2018-01-04 | 0
2018-04-06 | 2147483648
